d-phlag_0005-c_min3max25	1355	45	600	0	0.3	1	T25	T44	37
d-phlag_0005-c_min3max25	24	1476	497	3	0.25	1	T132	T170	11
d-phlag_0005-c_min3max25	8	1592	400	0	0.2	2	T54	T121	30
d-phlag_0005-c_min3max25	1600	0	2	398	0.2	2	T84	T104	46
d-phlag_0005-c_min3max25	1896	4	1	99	0.05	4	T16	T115	32
d-phlag_0005-c_min3max25	10	1390	597	3	0.3	3	T192	T52	31
d-phlag_0005-c_min3max25	137	1263	600	0	0.3	2	T135	T161	1
d-phlag_0005-c_min3max25	1489	111	344	56	0.2	2	T55	T172	45
d-phlag_0005-c_min3max25	1861	40	96	3	0.05	3	T25	T44	37
d-phlag_0005-c_min3max25	1491	9	0	500	0.25	2	T85	T88	43
d-phlag_0005-c_min3max25	1900	0	100	0	0.05	1	T124	T144	29
d-phlag_0005-c_min3max25	254	1146	598	2	0.3	3	T172	T49	22
d-phlag_0005-c_min3max25	1800	0	200	0	0.1	1	T126	T117	39
d-phlag_0005-c_min3max25	1240	560	128	72	0.1	2	T134	T88	24
d-phlag_0005-c_min3max25	0	1800	200	0	0.1	1	T181	T21	47
d-phlag_0005-c_min3max25	29	1571	397	3	0.2	5	T7	T15	49
d-phlag_0005-c_min3max25	1700	0	300	0	0.15	2	T16	T97	15
d-phlag_0005-c_min3max25	1414	88	6	492	0.25	3	T72	T198	18
d-phlag_0005-c_min3max25	1745	55	12	188	0.1	5	T153	T30	29
d-phlag_0005-c_min3max25	651	749	257	343	0.3	2	T145	T163	24
d-phlag_0005-c_min3max25	1595	6	11	388	0.2	3	T33	T196	5
d-phlag_0005-c_min3max25	1800	0	0	200	0.1	1	T194	T198	20
d-phlag_0005-c_min3max25	0	1800	200	0	0.1	2	T111	T132	7
d-phlag_0005-c_min3max25	1399	1	14	586	0.3	2	T96	T40	35
d-phlag_0005-c_min3max25	4	1396	600	0	0.3	1	T127	T105	37
d-phlag_0005-c_min3max25	980	520	1	499	0.25	4	T19	T145	50
d-phlag_0005-c_min3max25	1900	0	100	0	0.05	2	T18	T11	48
d-phlag_0005-c_min3max25	1400	0	0	600	0.3	1	T29	T13	18
